12521600 1.9165177666559 1.7650541673998 2.1400631663561 6.6100059609291 5.8713591931071 2.7573080930102 0.284 0.038 0.138 0.106 0.012 0.148 0.138 0.01 0.126 0.2540153269458 0.032827575700167 0.13201080443799 0.1065858808849 0.018986729389218 0.15481591994037 0.13287017692419 0.014517653837464 0.1533699319399
1321600 1.9247937175544 4.9381417015979 2.6750406864491 0.14851506292739 2.6992337750289 2.97126453208 0.264 0.018 0.128 0.102 0.016 0.152 0.124 0.024 0.172 0.25605601159242 0.02143495182782 0.13399885847815 0.10422512913371 0.017643911619083 0.15469885647528 0.1293588442915 0.022144730412161 0.16043870616988
12320000 1.9551362391923 4.1420399934751 1.405257863865 4.0119081720308 2.7010444353289 1.125600158435 0.246 0.03 0.138 0.136 0.01 0.136 0.126 0.026 0.152 0.23700077897299 0.031664698153358 0.14432104907117 0.13119512863647 0.011124640107561 0.14182429950668 0.123623823419 0.025209773982342 0.15403580815043
1276800 1.9381807396604 4.4508545642141 5.9181461017761 3.2387242558658 4.1584192457474 3.3032687449385 0.276 0.028 0.122 0.094 0.026 0.158 0.114 0.018 0.164 0.26889964120215 0.030992261641964 0.12600356672647 0.10092334959295 0.024323239559357 0.15104242088767 0.11813583832204 0.020375819886921 0.15930386218047
12544000 1.9342577157665 1.9182671073414 1.675465322029 0.052280833213672 0.88381875081318 5.5189489960036 0.256 0.03 0.124 0.106 0.014 0.154 0.146 0.016 0.154 0.24964408416858 0.029978998698939 0.12976224647411 0.10473153632287 0.015488848958571 0.15274919559467 0.14209227144248 0.016657239369505 0.15889557897029
12499200 1.9768349833817 1.9426497829554 4.9695582089987 3.5851639952281 6.6014963863738 5.069552012023 0.234 0.028 0.138 0.106 0.02 0.146 0.142 0.026 0.16 0.24082322094351 0.027267273897652 0.12711003211637 0.10862807518695 0.020548106774359 0.14063761954093 0.14764683788199 0.022203145852579 0.16513568780567
1299200 1.9669751968253 1.3068845185564 2.2389389150802 3.1474665100253 2.189813369315 3.3880306706694 0.26 0.032 0.124 0.104 0.02 0.166 0.12 0.028 0.146 0.26365032061742 0.03131830887946 0.1237470963767 0.1084355300271 0.020747984203338 0.15490555033185 0.12135319694978 0.028212211742025 0.14762980087233
1433600 1.9543231744003 4.4618488159772 3.7222654945722 3.1676266206674 3.8517258988519 3.3760249483793 0.272 0.042 0.132 0.102 0.014 0.154 0.114 0.024 0.146 0.26483592839202 0.039732962420602 0.12595543807699 0.10584762689439 0.015830361810236 0.14999812285762 0.114345019195 0.025336654790416 0.15811788556272
1545600 1.9613526989736 6.0877648426094 4.4802170198526 5.5306684311996 3.1872543135234 1.3259650532919 0.25 0.034 0.132 0.1 0.024 0.174 0.112 0.018 0.156 0.25130040483206 0.034909810483548 0.13451262093869 0.10648666225233 0.024266150029769 0.15745271099416 0.11369032989314 0.018671906022301 0.158709404554
1254400 1.9910523040996 3.407407437593 4.4573728254253 5.5655465894496 3.2049507189774 4.4366986724916 0.254 0.032 0.128 0.1 0.026 0.156 0.112 0.036 0.156 0.25444159890012 0.031862799755954 0.12823227194001 0.099967281898623 0.025961806748391 0.15526705106933 0.11160397610574 0.036094018743232 0.15656919483859
1926400 1.9586807410375 1.8056372399923 3.2544903406619 6.4046094212405 3.4146133093631 3.3729657173075 0.262 0.034 0.152 0.098 0.02 0.14 0.114 0.022 0.158 0.25258810949982 0.033468944794222 0.13438770113337 0.10016070934519 0.020149860790557 0.15475019217403 0.12023314204528 0.022577440747938 0.1616838994696
1254400 1.9622978995532 2.4203335015736 4.442377825284 2.0810157175304 3.1871498692229 1.3173531337117 0.282 0.03 0.122 0.1 0.02 0.152 0.12 0.036 0.138 0.26479212452033 0.033945767686032 0.12300483106388 0.10241545709108 0.02132674294363 0.15197773567942 0.12042227462273 0.034491755174949 0.14762331121795
1612800 1.9909655891059 4.5160951556077 0.1708669815067 3.2038469970063 4.0356960491614 2.8180314180733 0.224 0.036 0.132 0.106 0.018 0.178 0.12 0.03 0.156 0.2285313550955 0.035948331388315 0.14408092932939 0.1072199891234 0.018646971914047 0.15811472039724 0.11593428254912 0.029450213776589 0.16207320642639
12409600 1.9415421294313 1.9456523456137 4.9789543137151 4.3725105613427 6.5081369417359 4.4265957920635 0.278 0.03 0.118 0.114 0.02 0.136 0.14 0.018 0.146 0.26203827214252 0.030754807752216 0.12832636986571 0.10671773229664 0.020341348343261 0.14236576859753 0.12831369190726 0.020503096732191 0.16063891236267
1500800 1.9758631290089 4.4434891792456 3.4399099040518 3.2217144353884 1.877325198826 2.9050875443641 0.272 0.04 0.136 0.094 0.03 0.156 0.112 0.022 0.138 0.26414934302325 0.040564813374882 0.12533642668543 0.098459717233229 0.030442196474527 0.15203038911662 0.11212470830084 0.020589996568611 0.15630240922262
1276800 1.9870224622912 4.4766833417828 3.70495449741 3.3160985145578 5.0332400635958 3.462270026066 0.246 0.032 0.134 0.09 0.016 0.162 0.132 0.044 0.144 0.24562240201046 0.031549189077798 0.13529775600317 0.095165654099308 0.017719847498971 0.14791992570793 0.13248919340652 0.044146983739844 0.150089048456
12320000 1.9798545133912 1.3069050442514 4.3707296740587 5.162362145973 3.1022658089838 5.2870740241711 0.258 0.044 0.11 0.11 0.016 0.15 0.156 0.028 0.128 0.24374524889374 0.042079394084154 0.11756857482015 0.10324489684309 0.024535044074525 0.1525712919868 0.14788669488862 0.027455287476109 0.14091356693281
12454400 1.9345428088788 4.4587771549511 4.2843864653747 2.8993071324381 4.295671127846 2.5834605450185 0.306 0.034 0.15 0.1 0.014 0.122 0.136 0.028 0.11 0.25647105690054 0.037857773679798 0.13563141215474 0.10228270600481 0.019350167331308 0.1381263777446 0.13565864811434 0.030817723610564 0.1438041344593
13059200 1.9328769981736 4.420162224046 4.4431415106368 4.0207049628885 2.8874795102533 4.1295075416447 0.29 0.024 0.146 0.1 0.022 0.146 0.118 0.022 0.132 0.26456213708596 0.031748601183191 0.13178967284297 0.10927080007617 0.019081283798182 0.14955916976027 0.12337868095019 0.020847541904749 0.14976211239832
12588800 1.9570321892833 1.2199100824618 4.9136128444162 2.9093096982413 1.499421954402 2.3513706043599 0.24 0.038 0.138 0.098 0.012 0.178 0.156 0.02 0.12 0.23323169498244 0.033733582102047 0.13402845522249 0.10605153350449 0.020706128467058 0.15338664749074 0.15685775973622 0.020373000482839 0.14163119801167
