% # columns="iter, evals, sigma, 0, fitness, xbest" seed=759061, Fri Jun  7 04:47:35 2024, <python>{}</python>
1 6 0.3568486292895681 0 0.009775305124205753 0.9198390257820682 0.9421249333768174
2 12 0.28523763394186114 0 0.018306401620138066 1.1338077660521049 0.9799529711856535
3 18 0.2502299085046077 0 0.01132412866403276 1.0352519107337088 0.8995936682591412
4 24 0.18645009664994153 0 0.001908127517879939 0.9929265469585836 0.9568943880689438
5 30 0.1811538272049981 0 0.0026636546033872764 0.9618606545821783 1.0347713234503284
6 36 0.14739276962630296 0 0.0029406487495732 1.0517544048962502 1.0161904392592727
7 42 0.1422609324094105 0 0.004131986114989798 0.9672490243185461 1.0553114789795266
8 48 0.11092008968156793 0 0.002738812857644606 0.9693891498814002 1.0424474818176677
9 54 0.09733955419567321 0 0.0004222663545369185 1.004279242718411 1.0200986177707285
10 60 0.0768750970387131 0 0.00011285376563590014 0.9906623565401099 1.005065785255207
11 66 0.07664702384590567 0 0.00022872291140894603 0.9902907282887196 0.988404614959154
12 72 0.05396414756602325 0 3.227888687684825e-05 0.996985585893041 0.9951841725042715
13 78 0.04323560782183423 0 0.00010814402347814384 0.9921848794429557 0.9931393940386429
14 84 0.04576196453513652 0 2.037864619917842e-05 1.0044641539949215 1.0006708019892672
15 90 0.041186234597102765 0 0.00016323691087235463 0.9894394246360201 0.992808952868041
16 96 0.045301708330000995 0 1.1533869084297659e-06 0.9994248209278415 0.9990930513005795
17 102 0.03631563428107588 0 2.113535996558447e-05 0.9955747843905738 0.9987538752969004
18 108 0.03161129545483365 0 3.4783633488923717e-06 0.9981502126692725 0.9997619870172187
19 114 0.026504552913615552 0 7.22089116262326e-07 1.0006858401378147 1.000501709499237
20 120 0.020323129831420463 0 4.399732871057628e-06 0.9987854862819243 1.0017101723011625
21 126 0.019113214379283316 0 4.523179312911683e-06 0.9981730574145623 0.9989112116356124
22 132 0.015708392674691398 0 1.6289656579646691e-06 1.0012464853787306 1.0002742988490232
23 138 0.015608000429206183 0 3.836257394765737e-06 1.0004294210116464 0.9980890172712653
24 144 0.012211988966214588 0 7.295964490381948e-06 1.0021459485066508 0.9983596130038357
25 150 0.012337470244900848 0 1.6947315214684014e-07 0.9995927350964464 0.9999399296206077
26 156 0.013207399379337775 0 4.300561221793807e-07 0.9994027441939961 1.0002708165880703
27 162 0.010248281354580216 0 2.1208168655707714e-07 1.000194701447239 0.999582659571812
28 168 0.009253353152029041 0 1.7044640806280542e-07 1.0003105305728544 0.9997279390300217
29 174 0.007434340503794911 0 3.783764727080447e-09 1.0000489449493506 0.9999627420255496
30 180 0.0055074990643793845 0 7.030309322919132e-08 1.0002543544547342 1.0000748792667302
31 186 0.0052889222343132465 0 6.382511877318911e-08 1.000020532482905 0.9997481994123936
32 192 0.004475425826087868 0 7.66920983305806e-10 0.9999961001080208 1.0000274173635832
33 198 0.003437323431404139 0 1.1711407560849703e-08 0.9999125352257497 1.0000637284930483
34 204 0.002821382765455376 0 4.258929063839775e-09 1.0000170352615652 1.0000629978485922
35 210 0.0020063413652264463 0 3.1312636358677468e-09 0.9999896457358823 1.0000549913888754
36 216 0.0017094182969112713 0 1.267297833196607e-09 1.0000061586380857 1.0000350623588785
37 222 0.0013339273629336824 0 9.78196861538998e-10 1.0000202352538639 1.0000238480892862
38 228 0.001231358233680589 0 6.68184353499699e-10 1.0000248847504067 1.0000069952520108
39 234 0.001347746919510525 0 7.186112037048349e-10 1.0000055016539606 0.9999737637082002
40 240 0.0014375069142864077 0 3.0450494888936456e-10 0.9999825547285186 0.999999590791215
41 246 0.0013213096707433128 0 9.88102348321186e-10 1.0000222697807288 0.999977815338303
42 252 0.0011469395383343383 0 2.169537075597549e-10 0.9999960376525558 0.9999858136153199
43 258 0.0008082060829635143 0 1.8757911306051698e-10 0.9999912457884765 0.9999894670567426
44 264 0.0005857056302635349 0 1.5640144808349825e-10 0.9999921704090745 0.9999902481307421
45 270 0.0004819880712200068 0 1.6276425393053947e-10 0.9999899500409413 0.9999921410829723
46 276 0.0005380270830212769 0 2.9942032451432836e-11 0.999998011662494 0.9999949021037267
47 282 0.0005976782421543051 0 3.002582437706717e-12 1.0000013385776934 1.0000011003600304
48 288 0.000574009360804079 0 5.119274361587298e-12 1.0000018105812698 1.0000013568602828
49 294 0.00042551167815714914 0 3.5107996684522416e-11 1.00000145719265 0.9999942567791036
50 300 0.0003759358287412016 0 2.096015096396163e-12 1.0000014004975222 0.9999996330915826
51 306 0.0003050829508151394 0 2.1231209186140724e-12 0.999998545571416 1.0000000880818518
52 312 0.0002374957674332681 0 3.844048519602913e-13 0.9999994542650377 0.9999997057582578
53 318 0.00017166791078960744 0 1.7760774957853146e-13 0.9999995795532791 0.9999999711503124
54 324 0.00014798861037288363 0 4.799759556583689e-13 0.9999993173149361 1.000000117970586
